Name,Genus-4D
13a_2964,1
13a_2965,2
13a_2966,1
13a_2967,1
13a_2968,1
13a_2969,1
13a_2970,4
13a_2971,1
13a_2972,1
13a_2973,1
13a_2974,2
13a_2975,3
13a_2976,1
13a_2978,1
13a_2979,2
13a_2980,3
13a_2981,2
13a_2982,3
13a_2983,3
13a_2984,1
13a_2985,2
13a_2986,0
13a_2987,1
13a_2988,1
13a_2989,1
13a_2990,2
13a_2991,0
13a_2992,1
13a_2993,1
13a_2994,1
13a_2995,1
13a_2996,2
13a_2997,1
13a_2998,1
13a_2999,1
13a_3000,1
13a_3001,1
13a_3002,1
13a_3004,1
13a_3005,1
13a_3006,3
13a_3007,3
13a_3008,2
13a_3009,1
13a_3010,1
13a_3011,1
13a_3012,1
13a_3013,1
13a_3014,2
13a_3015,3
13a_3016,1
13a_3017,1
13a_3018,3
13a_3019,2
13a_3020,2
13a_3021,2
13a_3022,1
13a_3023,3
13a_3024,1
13a_3025,1
13a_3026,1
13a_3027,1
13a_3028,1
13a_3030,2
13a_3031,1
13a_3032,1
13a_3033,1
13a_3034,1
13a_3035,2
13a_3036,1
13a_3037,1
13a_3038,1
13a_3039,1
13a_3040,4
13a_3041,1
13a_3042,3
13a_3043,1
13a_3044,1
13a_3045,1
13a_3046,2
13a_3047,1
13a_3048,1
13a_3049,1
13a_3050,1
13a_3051,1
13a_3052,1
13a_3053,1
13a_3054,1
13a_3056,1
13a_3057,1
13a_3058,1
13a_3059,4
13a_3060,3
13a_3061,1
13a_3062,1
13a_3063,2
13a_3064,0
13a_3065,2
13a_3066,2
13a_3067,1
13a_3068,1
13a_3069,1
13a_3070,1
13a_3071,0
13a_3072,1
13a_3073,1
13a_3074,1
13a_3075,1
13a_3076,1
13a_3077,1
13a_3078,1
13a_3079,1
13a_3080,1
13a_3082,1
13a_3083,1
13a_3084,1
13a_3085,1
13a_3086,1
13a_3087,1
13a_3088,1
13a_3089,2
13a_3090,1
13a_3091,1
13a_3092,5
13a_3093,4
13a_3094,4
13a_3095,3
13a_3096,4
13a_3097,3
13a_3098,3
13a_3099,3
13a_3100,2
13a_3101,4
13a_3102,3
13a_3103,3
13a_3104,2
13a_3105,2
13a_3106,1
13a_3108,1
13a_3109,2
13a_3110,5
13a_3111,4
13a_3112,4
13a_3113,4
13a_3114,3
13a_3115,3
13a_3116,4
13a_3117,3
13a_3118,2
13a_3119,1
13a_3120,3
13a_3121,2
13a_3122,2
13a_3123,3
13a_3124,2
13a_3125,4
13a_3126,4
13a_3127,3
13a_3128,3
13a_3129,3
13a_3130,3
13a_3131,1
13a_3132,5
13a_3134,3
13a_3135,4
13a_3136,3
13a_3137,3
13a_3138,2
13a_3139,3
13a_3140,4
13a_3141,3
13a_3142,2
13a_3143,1
13a_3144,1
13a_3145,1
13a_3146,2
13a_3147,1
13a_3148,1
13a_3149,1
13a_3150,1
13a_3151,1
13a_3152,2
13a_3153,1
13a_3154,1
13a_3155,1
13a_3156,2
13a_3157,2
13a_3158,2
13a_3160,1
13a_3161,1
13a_3162,1
13a_3163,1
13a_3164,3
13a_3165,2
13a_3166,1
13a_3167,2
13a_3168,1
13a_3169,2
13a_3170,1
13a_3171,1
13a_3172,1
13a_3173,2
13a_3174,2
13a_3175,1
13a_3176,2
13a_3177,1
13a_3178,1
13a_3179,1
13a_3180,1
13a_3181,1
13a_3182,2
13a_3183,1
13a_3184,1
13a_3186,1
13a_3187,1
13a_3188,2
13a_3189,1
13a_3190,2
13a_3191,1
13a_3192,2
13a_3193,1
13a_3194,1
13a_3195,1
13a_3196,2
13a_3197,1
13a_3198,1
13a_3199,1
13a_3200,2
13a_3201,1
13a_3202,1
13a_3203,1
13a_3204,2
13a_3205,1
13a_3206,3
13a_3207,1
13a_3208,0
13a_3209,1
13a_3210,2
13a_3212,3
13a_3213,1
13a_3214,1
13a_3215,1
13a_3216,2
13a_3217,2
13a_3218,1
13a_3219,2
13a_3220,1
13a_3221,0
13a_3222,2
13a_3223,1
13a_3224,2
13a_3225,2
13a_3226,2
13a_3227,1
13a_3228,1
13a_3229,1
13a_3230,3
13a_3231,1
13a_3232,2
13a_3233,1
13a_3234,3
13a_3235,1
13a_3236,1
13a_3238,2
13a_3239,1
13a_3240,1
13a_3241,1
13a_3242,1
13a_3243,2
13a_3244,3
13a_3245,1
13a_3246,1
13a_3247,1
13a_3248,2
13a_3249,1
13a_3250,1
13a_3251,1
13a_3252,1
13a_3253,1
13a_3254,2
13a_3255,2
13a_3256,1
13a_3257,1
13a_3258,1
13a_3259,2
13a_3260,1
13a_3261,2
13a_3262,3
13a_3264,0
13a_3265,2
13a_3266,1
13a_3267,1
13a_3268,1
13a_3269,1
13a_3270,2
13a_3271,1
13a_3272,1
13a_3273,1
13a_3274,1
13a_3275,1
13a_3276,1
13a_3277,2
13a_3278,2
13a_3279,1
13a_3280,2
13a_3281,1
13a_3282,1
13a_3283,3
13a_3284,1
13a_3285,1
13a_3286,1
13a_3287,1
13a_3288,1
13a_3290,1
13a_3291,1
13a_3292,2
13a_3293,1
13a_3294,1
13a_3295,1
13a_3296,1
13a_3297,2
13a_3298,1
13a_3299,1
13a_3300,1
13a_3301,2
13a_3302,1
13a_3303,1
13a_3304,2
13a_3305,1
13a_3306,1
13a_3307,1
13a_3308,2
13a_3309,3
13a_3310,2
13a_3311,1
13a_3312,1
13a_3313,1
13a_3314,0
13a_3316,2
13a_3317,1
13a_3318,1
13a_3319,1
13a_3320,1
13a_3321,1
13a_3322,1
13a_3323,1
13a_3324,1
13a_3325,1
13a_3326,4
13a_3327,3
13a_3328,1
13a_3329,3
13a_3330,3
13a_3331,2
13a_3332,1
13a_3333,1
13a_3334,1
13a_3335,2
13a_3336,4
13a_3337,3
13a_3338,4
13a_3339,1
13a_3340,3
13a_3342,2
13a_3343,1
13a_3344,1
13a_3345,0
13a_3346,1
13a_3347,1
13a_3348,1
13a_3349,1
13a_3350,1
13a_3351,1
13a_3352,1
13a_3353,1
13a_3354,1
13a_3355,1
13a_3356,1
13a_3357,1
13a_3358,3
13a_3359,2
13a_3360,2
13a_3361,1
13a_3362,1
13a_3363,1
13a_3364,2
13a_3365,1
13a_3366,3
13a_3368,2
13a_3369,2
13a_3370,1
13a_3371,2
13a_3372,1
13a_3373,1
13a_3374,1
13a_3375,1
13a_3376,2
13a_3377,5
13a_3378,4
13a_3379,4
13a_3380,5
13a_3381,4
13a_3382,0
13a_3383,2
13a_3384,1
13a_3385,1
13a_3386,1
13a_3387,1
13a_3388,1
13a_3389,1
13a_3390,1
13a_3391,2
13a_3392,1
13a_3394,2
13a_3395,1
13a_3396,1
13a_3397,2
13a_3398,1
13a_3399,1
13a_3400,1
13a_3401,1
13a_3402,1
13a_3403,1
13a_3404,1
13a_3405,2
13a_3406,1
13a_3407,1
13a_3408,1
13a_3409,2
13a_3410,1
13a_3411,1
13a_3412,1
13a_3413,1
13a_3414,1
13a_3415,1
13a_3416,1
13a_3417,1
13a_3418,1
13a_3420,1
13a_3421,1
13a_3422,1
13a_3423,1
13a_3424,1
13a_3425,2
13a_3426,1
13a_3427,1
13a_3428,1
13a_3429,1
13a_3430,1
13a_3431,2
13a_3432,1
13a_3433,1
13a_3434,1
13a_3435,2
13a_3436,1
13a_3437,1
13a_3438,1
13a_3439,1
13a_3440,1
13a_3441,1
13a_3442,1
13a_3443,1
13a_3444,2
13a_3446,2
13a_3447,1
13a_3448,1
13a_3449,2
13a_3450,1
13a_3451,1
13a_3452,1
13a_3453,2
13a_3454,1
13a_3455,1
13a_3456,1
13a_3457,3
13a_3458,2
13a_3459,1
13a_3460,4
13a_3461,3
13a_3462,2
13a_3463,1
13a_3464,2
13a_3465,1
13a_3466,1
13a_3467,1
13a_3468,1
13a_3469,0
13a_3470,1
13a_3472,1
13a_3473,0
13a_3474,1
13a_3475,1
13a_3476,1
13a_3477,1
13a_3478,1
13a_3479,1
13a_3480,1
13a_3481,1
13a_3482,2
13a_3483,1
13a_3484,2
13a_3485,1
13a_3486,1
13a_3487,1
13a_3488,1
13a_3489,1
13a_3490,1
13a_3491,1
13a_3492,1
13a_3493,2
13a_3494,1
13a_3495,1
13a_3496,1
13a_3498,2
13a_3499,1
13a_3500,1
13a_3501,1
13a_3502,1
13a_3503,1
13a_3504,2
13a_3505,1
13a_3506,2
13a_3507,1
13a_3508,1
13a_3509,1
13a_3510,1
13a_3511,1
13a_3512,2
13a_3513,2
13a_3514,2
13a_3515,2
13a_3516,1
13a_3517,1
13a_3518,0
13a_3519,1
13a_3520,2
13a_3521,1
13a_3522,1
13a_3524,1
13a_3525,1
13a_3526,1
13a_3527,1
13a_3528,1
13a_3529,1
13a_3530,3
13a_3531,2
13a_3532,1
13a_3533,1
13a_3534,1
13a_3535,1
13a_3536,2
13a_3537,1
13a_3538,1
13a_3539,1
13a_3540,1
13a_3541,1
13a_3542,1
13a_3543,1
13a_3544,2
13a_3545,1
13a_3546,2
13a_3547,1
13a_3548,1
13a_3550,0
13a_3551,2
13a_3552,1
13a_3553,2
13a_3554,1
13a_3555,1
13a_3556,1
13a_3557,1
13a_3558,1
13a_3559,1
13a_3560,1
13a_3561,1
13a_3562,1
13a_3563,1
13a_3564,2
13a_3565,1
13a_3566,1
13a_3567,2
13a_3568,1
13a_3569,1
13a_3570,1
13a_3571,1
13a_3572,1
13a_3573,1
13a_3574,1
13a_3576,1
13a_3577,2
13a_3578,1
13a_3579,3
13a_3580,1
13a_3581,1
13a_3582,2
13a_3583,2
13a_3584,1
13a_3585,1
13a_3586,1
13a_3587,3
13a_3588,2
13a_3589,3
13a_3590,2
13a_3591,1
13a_3592,1
13a_3593,2
13a_3594,3
13a_3595,2
13a_3596,2
13a_3597,2
13a_3598,1
13a_3599,3
13a_3600,2
13a_3602,2
13a_3603,3
13a_3604,2
13a_3605,2
13a_3606,1
13a_3607,1
13a_3608,1
13a_3609,2
13a_3610,1
13a_3611,1
13a_3612,1
13a_3613,1
13a_3614,1
13a_3615,1
13a_3616,2
13a_3617,3
13a_3618,1
13a_3619,1
13a_3620,1
13a_3621,1
13a_3622,1
13a_3623,1
13a_3624,1
13a_3625,1
13a_3626,1
13a_3628,0
13a_3629,1
13a_3630,1
13a_3631,1
13a_3632,1
13a_3633,2
13a_3634,1
13a_3635,1
13a_3636,1
13a_3637,2
13a_3638,1
13a_3639,1
13a_3640,2
13a_3641,1
13a_3642,1
13a_3643,1
13a_3644,1
13a_3645,2
13a_3646,1
13a_3647,1
13a_3648,1
13a_3649,1
13a_3650,1
13a_3651,2
13a_3652,1
13a_3654,1
13a_3655,1
13a_3656,1
13a_3657,1
13a_3658,1
13a_3659,1
13a_3660,1
13a_3661,1
13a_3662,0
13a_3663,1
13a_3664,1
13a_3665,1
13a_3666,2
13a_3667,2
13a_3668,0
13a_3669,1
13a_3670,1
13a_3671,1
13a_3672,1
13a_3673,1
13a_3674,1
13a_3675,1
13a_3676,1
13a_3677,1
13a_3678,1
13a_3680,1
13a_3681,1
13a_3682,1
13a_3683,1
13a_3684,1
13a_3685,4
13a_3686,3
13a_3687,3
13a_3688,3
13a_3689,2
13a_3690,2
13a_3691,2
13a_3692,2
13a_3693,2
13a_3694,1
13a_3695,1
13a_3696,1
13a_3697,3
13a_3698,2
13a_3699,1
13a_3700,1
13a_3701,1
13a_3702,1
13a_3703,3
13a_3704,2
13a_3706,1
13a_3707,2
13a_3708,1
13a_3709,1
13a_3710,1
13a_3711,1
13a_3712,4
13a_3713,3
13a_3714,4
13a_3715,3
13a_3716,2
13a_3717,1
13a_3718,1
13a_3719,1
13a_3720,1
13a_3721,1
13a_3722,1
13a_3723,1
13a_3724,1
13a_3725,1
13a_3726,1
13a_3727,2
13a_3728,2
13a_3729,1
13a_3730,1
13a_3732,1
13a_3733,2
13a_3734,1
13a_3735,3
13a_3736,2
13a_3737,1
13a_3738,1
13a_3739,1
13a_3740,2
13a_3741,1
13a_3742,1
13a_3743,1
13a_3744,1
13a_3745,1
13a_3746,1
13a_3747,1
13a_3748,1
13a_3749,1
13a_3750,2
13a_3751,1
13a_3752,1
13a_3753,2
13a_3754,3
13a_3755,1
13a_3756,2
13a_3758,2
13a_3759,1
13a_3760,1
13a_3761,0
13a_3762,1
13a_3763,1
13a_3764,1
13a_3765,1
13a_3766,1
13a_3767,1
13a_3768,1
13a_3769,1
13a_3770,1
13a_3771,3
13a_3772,1
13a_3773,1
13a_3774,0
13a_3775,1
13a_3776,1
13a_3777,1
13a_3778,1
13a_3779,2
13a_3780,1
13a_3781,1
13a_3782,1
13a_3784,2
13a_3785,1
13a_3786,1
13a_3787,2
13a_3788,3
13a_3789,1
13a_3790,1
13a_3791,1
13a_3792,1
13a_3793,1
13a_3794,1
13a_3795,1
13a_3796,1
13a_3797,1
13a_3798,2
13a_3799,1
13a_3800,1
13a_3801,1
13a_3802,1
13a_3803,1
13a_3804,1
13a_3805,1
13a_3806,1
13a_3807,1
13a_3808,1
13a_3810,1
13a_3811,1
13a_3812,1
13a_3813,1
13a_3814,2
13a_3815,1
13a_3816,2
13a_3817,1
13a_3818,1
13a_3819,1
13a_3820,1
13a_3821,1
13a_3822,1
13a_3823,2
13a_3824,1
13a_3825,1
13a_3826,1
13a_3827,3
13a_3828,2
13a_3829,2
13a_3830,1
13a_3831,2
13a_3832,1
13a_3833,1
13a_3834,1
13a_3836,1
13a_3837,1
13a_3838,1
13a_3839,1
13a_3840,1
13a_3841,1
13a_3842,1
13a_3843,1
13a_3844,1
13a_3845,2
13a_3846,2
13a_3847,1
13a_3848,1
13a_3849,1
13a_3850,2
13a_3851,1
13a_3852,3
13a_3853,1
13a_3854,1
13a_3855,1
13a_3856,1
13a_3857,2
13a_3858,1
13a_3859,2
13a_3860,1
13a_3862,1
13a_3863,1
13a_3864,2
13a_3865,1
13a_3866,1
13a_3867,2
13a_3868,1
13a_3869,2
13a_3870,1
13a_3871,1
13a_3872,2
13a_3873,1
13a_3874,2
13a_3875,1
13a_3876,1
13a_3877,2
13a_3878,1
13a_3879,2
13a_3880,1
13a_3881,1
13a_3882,2
13a_3883,1
13a_3884,1
13a_3885,1
13a_3886,1
13a_3888,3
13a_3889,1
13a_3890,1
13a_3891,2
13a_3892,3
13a_3893,2
13a_3894,1
13a_3895,2
13a_3896,3
13a_3897,1
13a_3898,2
13a_3899,4
13a_3900,3
13a_3901,3
13a_3902,2
13a_3903,2
13a_3904,2
13a_3905,1
13a_3906,1
13a_3907,1
13a_3908,1
13a_3909,1
13a_3910,1
13a_3911,1
13a_3912,1
13a_3914,1
13a_3915,2
13a_3916,1
13a_3917,1
13a_3918,1
13a_3919,1
13a_3920,1
13a_3921,1
13a_3922,2
13a_3923,1
13a_3924,2
13a_3925,1
13a_3926,1
13a_3927,1
13a_3928,1
13a_3929,1
13a_3930,2
13a_3931,1
13a_3932,1
13a_3933,1
13a_3934,1
13a_3935,1
13a_3936,1
13a_3937,1
13a_3938,2
13a_3940,1
13a_3941,2
13a_3942,1
13a_3943,2
13a_3944,1
13a_3945,1
13a_3946,1
13a_3947,1
13a_3948,1
13a_3949,0
13a_3950,1
13a_3951,2
13a_3952,1
13a_3953,1
13a_3954,2
13a_3955,1
13a_3956,1
13a_3957,1
13a_3958,2
13a_3959,1
13a_3960,3
13a_3961,3
13a_3962,3
13a_3963,2
13a_3964,3
13a_3966,2
13a_3967,2
13a_3968,2
13a_3969,1
13a_3970,1
13a_3971,3
13a_3972,1
13a_3973,1
13a_3974,3
13a_3975,2
13a_3976,2
13a_3977,1
13a_3978,1
13a_3979,3
13a_3980,2
13a_3981,2
13a_3982,2
13a_3983,1
13a_3984,0
13a_3985,1
13a_3986,1
13a_3987,1
13a_3988,1
13a_3989,1
13a_3990,1
13a_3992,2
13a_3993,1
13a_3994,0
13a_3995,1
13a_3996,1
13a_3997,1
13a_3998,1
13a_3999,1
13a_4000,1
13a_4001,2
13a_4002,1
13a_4003,2
13a_4004,1
13a_4005,2
13a_4006,2
13a_4007,1
13a_4008,1
13a_4009,1
13a_4010,1
13a_4011,2
13a_4012,1
13a_4013,2
13a_4014,1
13a_4015,1
13a_4016,2
13a_4018,1
13a_4019,1
13a_4020,1
13a_4021,1
13a_4022,1
13a_4023,1
13a_4024,1
13a_4025,2
13a_4026,1
13a_4027,1
13a_4028,1
13a_4029,1
13a_4030,1
13a_4031,1
13a_4032,1
13a_4033,1
13a_4034,2
13a_4035,1
13a_4036,1
13a_4037,1
13a_4038,1
13a_4039,1
13a_4040,0
13a_4041,3
13a_4042,2
13a_4044,1
13a_4045,1
13a_4046,1
13a_4047,1
13a_4048,1
13a_4049,1
13a_4050,1
13a_4051,1
13a_4052,1
13a_4053,1
13a_4054,3
13a_4055,1
13a_4056,1
13a_4057,2
13a_4058,2
13a_4059,1
13a_4060,2
13a_4061,1
13a_4062,1
13a_4063,1
13a_4064,1
13a_4065,1
13a_4066,1
13a_4067,0
13a_4068,4
13a_4070,1
13a_4071,0
13a_4072,1
13a_4073,1
13a_4074,1
13a_4075,1
13a_4076,1
13a_4077,1
13a_4078,1
13a_4079,1
13a_4080,2
13a_4081,1
13a_4082,1
13a_4083,4
13a_4084,3
13a_4085,4
13a_4086,3
13a_4087,3
13a_4088,2
13a_4089,1
13a_4090,3
13a_4091,2
13a_4092,1
13a_4093,2
13a_4094,0
13a_4096,2
13a_4097,1
13a_4098,1
13a_4099,3
13a_4100,1
13a_4101,2
13a_4102,1
13a_4103,1
13a_4104,2
13a_4105,3
13a_4106,2
13a_4107,2
13a_4108,2
13a_4109,1
13a_4110,1
13a_4111,2
13a_4112,1
13a_4113,2
13a_4114,2
13a_4115,1
13a_4116,1
13a_4117,2
13a_4118,1
13a_4119,1
13a_4120,2
13a_4122,2
13a_4123,2
13a_4124,1
13a_4125,1
13a_4126,1
13a_4127,1
13a_4128,1
13a_4129,1
13a_4130,1
13a_4131,1
13a_4132,1
13a_4133,0
13a_4134,2
13a_4135,1
13a_4136,1
13a_4137,1
13a_4138,1
13a_4139,1
13a_4140,1
13a_4141,1
13a_4142,1
13a_4143,1
13a_4144,2
13a_4145,1
13a_4146,1
13a_4148,1
13a_4149,1
13a_4150,1
13a_4151,1
13a_4152,1
13a_4153,2
13a_4154,1
13a_4155,2
13a_4156,2
13a_4157,1
13a_4158,1
13a_4159,1
13a_4160,1
13a_4161,1
13a_4162,1
13a_4163,1
13a_4164,2
13a_4165,1
13a_4166,1
13a_4167,1
13a_4168,1
13a_4169,1
13a_4170,1
13a_4171,3
13a_4172,2
13a_4174,2
13a_4175,1
13a_4176,1
13a_4177,1
13a_4178,1
13a_4179,1
13a_4180,1
13a_4181,1
13a_4182,1
13a_4183,1
13a_4184,[1;2]
13a_4185,2
13a_4186,1
13a_4187,0
13a_4188,2
13a_4189,1
13a_4190,3
13a_4191,2
13a_4192,2
13a_4193,2
13a_4194,2
13a_4195,3
13a_4196,2
13a_4197,1
13a_4198,2
13a_4200,2
13a_4201,3
13a_4202,2
13a_4203,2
13a_4204,1
13a_4205,1
13a_4206,3
13a_4207,2
13a_4208,1
13a_4209,1
13a_4210,1
13a_4211,1
13a_4212,4
13a_4213,3
13a_4214,2
13a_4215,3
13a_4216,2
13a_4217,3
13a_4218,2
13a_4219,2
13a_4220,1
13a_4221,1
13a_4222,0
13a_4223,1
13a_4224,1
13a_4226,1
13a_4227,1
13a_4228,1
13a_4229,1
13a_4230,2
13a_4231,2
13a_4232,2
13a_4233,2
13a_4234,1
13a_4235,1
13a_4236,1
13a_4237,1
13a_4238,1
13a_4239,2
13a_4240,1
13a_4241,1
13a_4242,1
13a_4243,1
13a_4244,1
13a_4245,1
13a_4246,1
13a_4247,1
13a_4248,1
13a_4249,1
13a_4250,1
13a_4252,2
13a_4253,1
13a_4254,1
13a_4255,1
13a_4256,1
13a_4257,1
13a_4258,1
13a_4259,3
13a_4260,1
13a_4261,1
13a_4262,1
13a_4263,1
13a_4264,1
13a_4265,1
13a_4266,1
13a_4267,2
13a_4268,1
13a_4269,1
13a_4270,2
13a_4271,1
13a_4272,1
13a_4273,3
13a_4274,2
13a_4275,2
13a_4276,1
13a_4278,1
13a_4279,1
13a_4280,1
13a_4281,2
13a_4282,1
13a_4283,1
13a_4284,1
13a_4285,1
13a_4286,1
13a_4287,1
13a_4288,1
13a_4289,1
13a_4290,1
13a_4291,2
13a_4292,3
13a_4293,2
13a_4294,1
13a_4295,2
13a_4296,1
13a_4297,3
13a_4298,2
13a_4299,1
13a_4300,1
13a_4301,1
13a_4302,4
13a_4304,2
13a_4305,2
13a_4306,3
13a_4307,1
13a_4308,2
13a_4309,1
13a_4310,2
13a_4311,1
13a_4312,4
13a_4313,3
13a_4314,3
13a_4315,2
13a_4316,4
13a_4317,3
13a_4318,3
13a_4319,1
13a_4320,2
13a_4321,3
13a_4322,2
13a_4323,3
13a_4324,2
13a_4325,2
13a_4326,2
13a_4327,4
13a_4328,3
13a_4330,2
13a_4331,4
13a_4332,3
13a_4333,2
13a_4334,1
13a_4335,2
13a_4336,2
13a_4337,1
13a_4338,1
13a_4339,1
13a_4340,1
13a_4341,2
13a_4342,1
13a_4343,1
13a_4344,1
13a_4345,1
13a_4346,2
13a_4347,1
13a_4348,2
13a_4349,1
13a_4350,1
13a_4351,1
13a_4352,1
13a_4353,1
13a_4354,1
13a_4356,1
13a_4357,1
13a_4358,2
13a_4359,1
13a_4360,1
13a_4361,1
13a_4362,1
13a_4363,1
13a_4364,1
13a_4365,3
13a_4366,3
13a_4367,1
13a_4368,4
13a_4369,3
13a_4370,1
13a_4371,1
13a_4372,1
13a_4373,1
13a_4374,1
13a_4375,1
13a_4376,1
13a_4377,1
13a_4378,1
13a_4379,4
13a_4380,3
13a_4382,3
13a_4383,3
13a_4384,3
13a_4385,2
13a_4386,4
13a_4387,3
13a_4388,3
13a_4389,1
13a_4390,2
13a_4391,2
13a_4392,2
13a_4393,1
13a_4394,1
13a_4395,3
13a_4396,2
13a_4397,2
13a_4398,1
13a_4399,1
13a_4400,1
13a_4401,1
13a_4402,1
13a_4403,1
13a_4404,2
13a_4405,1
13a_4406,2
13a_4408,1
13a_4409,1
13a_4410,1
13a_4411,1
13a_4412,1
13a_4413,1
13a_4414,2
13a_4415,1
13a_4416,1
13a_4417,1
13a_4418,1
13a_4419,1
13a_4420,1
13a_4421,2
13a_4422,2
13a_4423,1
13a_4424,1
13a_4425,2
13a_4426,1
13a_4427,1
13a_4428,1
13a_4429,1
13a_4430,1
13a_4431,1
13a_4432,3
13a_4434,3
13a_4435,2
13a_4436,2
13a_4437,1
13a_4438,2
13a_4439,1
13a_4440,1
13a_4441,1
13a_4442,1
13a_4443,1
13a_4444,1
13a_4445,1
13a_4446,0
13a_4447,1
13a_4448,1
13a_4449,1
13a_4450,1
13a_4451,1
13a_4452,1
13a_4453,3
13a_4454,2
13a_4455,1
13a_4456,1
13a_4457,1
13a_4458,2
13a_4460,2
13a_4461,2
13a_4462,1
13a_4463,1
13a_4464,3
13a_4465,2
13a_4466,1
13a_4467,2
13a_4468,2
13a_4469,1
13a_4470,1
13a_4471,1
13a_4472,1
13a_4473,1
13a_4474,1
13a_4475,1
13a_4476,2
13a_4477,1
13a_4478,2
13a_4479,1
13a_4480,1
13a_4481,1
13a_4482,1
13a_4483,2
13a_4484,1
13a_4486,1
13a_4487,2
13a_4488,3
13a_4489,2
13a_4490,2
13a_4491,1
13a_4492,3
13a_4493,2
13a_4494,1
13a_4495,1
13a_4496,1
13a_4497,1
13a_4498,1
13a_4499,1
13a_4500,1
13a_4501,1
13a_4502,1
13a_4503,1
13a_4504,1
13a_4505,1
13a_4506,2
13a_4507,1
13a_4508,2
13a_4509,3
13a_4510,2
13a_4512,1
13a_4513,1
13a_4514,2
13a_4515,1
13a_4516,1
13a_4517,1
13a_4518,1
13a_4519,2
13a_4520,1
13a_4521,2
13a_4522,1
13a_4523,1
13a_4524,1
13a_4525,1
13a_4526,1
13a_4527,3
13a_4528,2
13a_4529,2
13a_4530,2
13a_4531,2
13a_4532,1
13a_4533,1
13a_4534,2
13a_4535,1
13a_4536,1
13a_4538,3
13a_4539,2
13a_4540,2
13a_4541,1
13a_4542,1
13a_4543,1
13a_4544,1
13a_4545,1
13a_4546,1
13a_4547,5
13a_4548,4
13a_4549,4
13a_4550,4
13a_4551,3
13a_4552,3
13a_4553,3
13a_4554,2
13a_4555,3
13a_4556,2
13a_4557,1
13a_4558,5
13a_4559,4
13a_4560,4
13a_4561,3
13a_4562,4
13a_4564,3
13a_4565,2
13a_4566,4
13a_4567,3
13a_4568,4
13a_4569,3
13a_4570,3
13a_4571,2
13a_4572,2
13a_4573,1
13a_4574,3
13a_4575,2
13a_4576,3
13a_4577,2
13a_4578,1
13a_4579,2
13a_4580,2
13a_4581,1
13a_4582,1
13a_4583,1
13a_4584,2
13a_4585,1
13a_4586,1
13a_4587,1
13a_4588,1
13a_4590,1
13a_4591,1
13a_4592,1
13a_4593,1
13a_4594,1
13a_4595,3
13a_4596,0
13a_4597,1
13a_4598,1
13a_4599,2
13a_4600,1
13a_4601,1
13a_4602,1
13a_4603,1
13a_4604,1
13a_4605,1
13a_4606,1
13a_4607,3
13a_4608,2
13a_4609,2
13a_4610,1
13a_4611,1
13a_4612,1
13a_4613,1
13a_4614,2
13a_4616,1
13a_4617,2
13a_4618,0
13a_4619,1
13a_4620,1
13a_4621,1
13a_4622,3
13a_4623,3
13a_4624,2
13a_4625,1
13a_4626,2
13a_4627,1
13a_4628,1
13a_4629,1
13a_4630,0
13a_4631,1
13a_4632,1
13a_4633,2
13a_4634,1
13a_4635,1
13a_4636,2
13a_4637,1
13a_4638,1
13a_4639,1
13a_4640,1
13a_4642,1
13a_4643,3
13a_4644,1
13a_4645,2
13a_4646,2
13a_4647,1
13a_4648,1
13a_4649,1
13a_4650,1
13a_4651,2
13a_4652,1
13a_4653,2
13a_4654,1
13a_4655,2
13a_4656,2
13a_4657,1
13a_4658,3
13a_4659,2
13a_4660,2
13a_4661,1
13a_4662,1
13a_4663,1
13a_4664,1
13a_4665,2
13a_4666,1
13a_4668,1
13a_4669,1
13a_4670,1
13a_4671,1
13a_4672,1
13a_4673,1
13a_4674,1
13a_4675,1
13a_4676,1
13a_4677,1
13a_4678,1
13a_4679,1
13a_4680,1
13a_4681,1
13a_4682,2
13a_4683,1
13a_4684,1
13a_4685,2
13a_4686,1
13a_4687,0
13a_4688,1
13a_4689,1
13a_4690,1
13a_4691,1
13a_4692,1
13a_4694,1
13a_4695,1
13a_4696,1
13a_4697,3
13a_4698,3
13a_4699,2
13a_4700,1
13a_4701,1
13a_4702,2
13a_4703,2
13a_4704,2
13a_4705,2
13a_4706,1
13a_4707,1
13a_4708,2
13a_4709,3
13a_4710,1
13a_4711,1
13a_4712,1
13a_4713,2
13a_4714,1
13a_4715,1
13a_4716,1
13a_4717,2
13a_4718,1
13a_4720,1
13a_4721,1
13a_4722,1
13a_4723,2
13a_4724,2
13a_4725,1
13a_4726,2
13a_4727,2
13a_4728,2
13a_4729,1
13a_4730,1
13a_4731,2
13a_4732,1
13a_4733,1
13a_4734,2
13a_4735,1
13a_4736,1
13a_4737,3
13a_4738,1
13a_4739,5
13a_4740,4
13a_4741,3
13a_4742,2
13a_4743,1
13a_4744,1
13a_4746,1
13a_4747,3
13a_4748,1
13a_4749,1
13a_4750,3
13a_4751,2
13a_4752,1
13a_4753,1
13a_4754,1
13a_4755,1
13a_4756,2
13a_4757,3
13a_4758,2
13a_4759,1
13a_4760,1
13a_4761,2
13a_4762,1
13a_4763,4
13a_4764,3
13a_4765,3
13a_4766,2
13a_4767,3
13a_4768,2
13a_4769,2
13a_4770,4
13a_4772,3
13a_4773,2
13a_4774,3
13a_4775,1
13a_4776,2
13a_4777,2
13a_4778,2
13a_4779,0
13a_4780,3
13a_4781,2
